taxon_name,total_bases,full_lineage,taxid_lineage,taxid
Prevotella intermedia,2764740,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella intermedia,131567;2;3379134;1783270;68336;976;200643;171549;171552;838;28131,28131
Bacteroides coprosuis,2763468,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides coprosuis,131567;2;3379134;1783270;68336;976;200643;171549;815;816;151276,151276
Human bocavirus,2727913,Viruses;Monodnaviria;Shotokuvirae;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;Parvovirinae;Bocaparvovirus;unclassified Bocaparvovirus;Human bocavirus,10239;2731342;2732092;2732415;2732422;2732534;10780;40119;1507401;1507402;329641,329641
Hoylesella pleuritidis F0068,2709958,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hoylesella;Hoylesella pleuritidis;Hoylesella pleuritidis F0068,131567;2;3379134;1783270;68336;976;200643;171549;171552;2974257;407975;1081904,1081904
Kocuria rhizophila,2697877,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Kocuria;Kocuria rhizophila,131567;2;1783272;201174;1760;85006;1268;57493;72000,72000
Prevotella koreensis,2691540,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella koreensis,131567;2;3379134;1783270;68336;976;200643;171549;171552;838;2490854,2490854
Fusobacterium necrophorum,2678402,cellular organisms;Bacteria;Fusobacteriati;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;Fusobacterium necrophorum,131567;2;3384189;32066;203490;203491;203492;848;859,859
Segatella albensis DSM 11370 = JCM 12258,2668851,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Segatella;Segatella albensis;Segatella albensis DSM 11370 = JCM 12258,131567;2;3379134;1783270;68336;976;200643;171549;171552;2974251;77768;1122978,1122978
Mobiluncus mulieris,2662734,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Mobiluncus;Mobiluncus mulieris,131567;2;1783272;201174;1760;2037;2049;2050;2052,2052
Capnocytophaga sp. FDAARGOS_737,2652717,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;unclassified Capnocytophaga;Capnocytophaga sp. FDAARGOS_737,131567;2;3379134;1783270;68336;976;117743;200644;49546;1016;2640652;2545799,2545799
Corynebacterium bovis,2652195,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium bovis,131567;2;1783272;201174;1760;85007;1653;1716;36808,36808
Bacteroides propionicifaciens DSM 19291 = JCM 14649,2634691,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides propionicifaciens;Bacteroides propionicifaciens DSM 19291 = JCM 14649,131567;2;3379134;1783270;68336;976;200643;171549;815;816;392838;1121099,1121099
Hoylesella nanceiensis,2627131,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hoylesella;Hoylesella nanceiensis,131567;2;3379134;1783270;68336;976;200643;171549;171552;2974257;425941,425941
Capnocytophaga ochracea,2615469,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;Capnocytophaga ochracea,131567;2;3379134;1783270;68336;976;117743;200644;49546;1016;1018,1018
Fusobacterium periodonticum ATCC 33693,2615003,cellular organisms;Bacteria;Fusobacteriati;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;Fusobacterium periodonticum;Fusobacterium periodonticum ATCC 33693,131567;2;3384189;32066;203490;203491;203492;848;860;546275,546275
Staphylococcus sp. FDAARGOS_39,2598175,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;unclassified Staphylococcus;Staphylococcus sp. FDAARGOS_39,131567;2;1783272;1239;91061;1385;90964;1279;91994;2201033,2201033
Prevotella brunnea,2585079,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella brunnea,131567;2;3379134;1783270;68336;976;200643;171549;171552;838;2508867,2508867
Rothia aeria,2583917,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Rothia;Rothia aeria,131567;2;1783272;201174;1760;85006;1268;32207;172042,172042
Hoylesella marshii DSM 16973 = JCM 13450,2559358,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Hoylesella;Hoylesella marshii;Hoylesella marshii DSM 16973 = JCM 13450,131567;2;3379134;1783270;68336;976;200643;171549;171552;2974257;189722;862515,862515
Prevotella dentasini JCM 15908,2546609,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella dentasini;Prevotella dentasini JCM 15908,131567;2;3379134;1783270;68336;976;200643;171549;171552;838;589537;1236509,1236509
Rothia dentocariosa,2533415,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Rothia;Rothia dentocariosa,131567;2;1783272;201174;1760;85006;1268;32207;2047,2047
Mammaliicoccus fleurettii,2527550,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Mammaliicoccus;Mammaliicoccus fleurettii,131567;2;1783272;1239;91061;1385;90964;2803850;150056,150056
Corynebacterium kefirresidentii,2523206,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium kefirresidentii,131567;2;1783272;201174;1760;85007;1653;1716;1979527,1979527
Prevotella bivia DSM 20514,2521238,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella bivia;Prevotella bivia DSM 20514,131567;2;3379134;1783270;68336;976;200643;171549;171552;838;28125;868129,868129
Corynebacterium riegelii,2519232,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium riegelii,131567;2;1783272;201174;1760;85007;1653;1716;156976,156976
Oligella urethralis,2511315,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Oligella;Oligella urethralis,131567;2;3379134;1224;28216;80840;506;90243;90245,90245
Corynebacterium coyleae,2510261,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium coyleae,131567;2;1783272;201174;1760;85007;1653;1716;53374,53374
Corynebacterium macginleyi,2493537,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium macginleyi,131567;2;1783272;201174;1760;85007;1653;1716;38290,38290
Corynebacterium diphtheriae,2489049,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium diphtheriae,131567;2;1783272;201174;1760;85007;1653;1716;1717,1717
Prevotella micans F0438,2487950,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella micans;Prevotella micans F0438,131567;2;3379134;1783270;68336;976;200643;171549;171552;838;189723;883158,883158
Staphylococcus felis,2479522,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus felis,131567;2;1783272;1239;91061;1385;90964;1279;46127,46127
Fusobacterium polymorphum,2455060,cellular organisms;Bacteria;Fusobacteriati;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;Fusobacterium polymorphum,131567;2;3384189;32066;203490;203491;203492;848;76857,76857
Corynebacterium ulcerans,2453751,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium ulcerans,131567;2;1783272;201174;1760;85007;1653;1716;65058,65058
Streptococcus sp. FDAARGOS_192,2435494,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;unclassified Streptococcus;Streptococcus sp. FDAARGOS_192,131567;2;1783272;1239;91061;186826;1300;1301;2608887;1839799,1839799
Schaalia odontolytica,2432635,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Schaalia;Schaalia odontolytica,131567;2;1783272;201174;1760;2037;2049;2529408;1660,1660
Fusobacterium hwasookii ChDC F206,2430523,cellular organisms;Bacteria;Fusobacteriati;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;Fusobacterium hwasookii;Fusobacterium hwasookii ChDC F206,131567;2;3384189;32066;203490;203491;203492;848;1583098;1307443,1307443
Rothia mucilaginosa,2408770,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Rothia;Rothia mucilaginosa,131567;2;1783272;201174;1760;85006;1268;32207;43675,43675
Aggregatibacter aphrophilus,2406785,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter;Aggregatibacter aphrophilus,131567;2;3379134;1224;1236;135625;712;416916;732,732
Lactobacillus crispatus,2386960,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus crispatus,131567;2;1783272;1239;91061;186826;33958;1578;47770,47770
Porphyromonas gingivalis 381,2378872,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas gingivalis;Porphyromonas gingivalis 381,131567;2;3379134;1783270;68336;976;200643;171549;171551;836;837;1403335,1403335
Prevotella amnii,2378563,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella amnii,131567;2;3379134;1783270;68336;976;200643;171549;171552;838;419005,419005
Porphyromonas gingivalis AJW4,2372492,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas gingivalis;Porphyromonas gingivalis AJW4,131567;2;3379134;1783270;68336;976;200643;171549;171551;836;837;1403336,1403336
Streptococcus sanguinis,2358846,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sanguinis,131567;2;1783272;1239;91061;186826;1300;1301;1305,1305
Staphylococcus saccharolyticus,2346516,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus saccharolyticus,131567;2;1783272;1239;91061;1385;90964;1279;33028,33028
Porphyromonas gingivalis W83,2343476,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas gingivalis;Porphyromonas gingivalis W83,131567;2;3379134;1783270;68336;976;200643;171549;171551;836;837;242619,242619
Porphyromonas gingivalis TDC60,2339898,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas gingivalis;Porphyromonas gingivalis TDC60,131567;2;3379134;1783270;68336;976;200643;171549;171551;836;837;1030843,1030843
Porphyromonas gingivalis F0568,2334744,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas gingivalis;Porphyromonas gingivalis F0568,131567;2;3379134;1783270;68336;976;200643;171549;171551;836;837;1227269,1227269
Porphyromonas gingivalis SJD2,2329548,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas gingivalis;Porphyromonas gingivalis SJD2,131567;2;3379134;1783270;68336;976;200643;171549;171551;836;837;1211023,1211023
Streptococcus parapneumoniae,2327012,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus parapneumoniae,131567;2;1783272;1239;91061;186826;1300;1301;2993430,2993430
Peptoniphilus asaccharolyticus,2320207,cellular organisms;Bacteria;Bacillati;Bacillota;Tissierellia;Tissierellales;Peptoniphilaceae;Peptoniphilus;Peptoniphilus asaccharolyticus,131567;2;1783272;1239;1737404;1737405;1570339;162289;1258,1258
Streptococcus equinus,2311542,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus equinus,131567;2;1783272;1239;91061;186826;1300;1301;1335,1335
Porphyromonas gingivalis F0566,2306092,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas gingivalis;Porphyromonas gingivalis F0566,131567;2;3379134;1783270;68336;976;200643;171549;171551;836;837;1321822,1321822
Porphyromonas gingivalis SJD11,2298088,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas gingivalis;Porphyromonas gingivalis SJD11,131567;2;3379134;1783270;68336;976;200643;171549;171551;836;837;1297566,1297566
Dermabacter vaginalis,2289305,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Dermabacteraceae;Dermabacter;Dermabacter vaginalis,131567;2;1783272;201174;1760;85006;85020;36739;1630135,1630135
Porphyromonas gingivalis F0570,2282791,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas gingivalis;Porphyromonas gingivalis F0570,131567;2;3379134;1783270;68336;976;200643;171549;171551;836;837;1227271,1227271
Bifidobacterium breve,2275646,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium breve,131567;2;1783272;201174;1760;85004;31953;1678;1685,1685
Porphyromonas gingivalis SJD5,2275493,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas gingivalis;Porphyromonas gingivalis SJD5,131567;2;3379134;1783270;68336;976;200643;171549;171551;836;837;1297565,1297565
Porphyromonas gingivalis SJD12,2264936,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas gingivalis;Porphyromonas gingivalis SJD12,131567;2;3379134;1783270;68336;976;200643;171549;171551;836;837;1297567,1297567
Peptostreptococcus anaerobius,2256756,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Peptostreptococcus;Peptostreptococcus anaerobius,131567;2;1783272;1239;186801;3082720;186804;1257;1261,1261
Porphyromonas gingivalis SJD4,2249706,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas gingivalis;Porphyromonas gingivalis SJD4,131567;2;3379134;1783270;68336;976;200643;171549;171551;836;837;1297564,1297564
Porphyromonas gingivalis F0569,2249227,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas gingivalis;Porphyromonas gingivalis F0569,131567;2;3379134;1783270;68336;976;200643;171549;171551;836;837;1227270,1227270
Porphyromonas gingivalis A7A1-28,2249024,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas gingivalis;Porphyromonas gingivalis A7A1-28,131567;2;3379134;1783270;68336;976;200643;171549;171551;836;837;1403338,1403338
Porphyromonas gingivalis F0185,2246368,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas gingivalis;Porphyromonas gingivalis F0185,131567;2;3379134;1783270;68336;976;200643;171549;171551;836;837;1321821,1321821
Porphyromonas gingivalis W50,2242062,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas gingivalis;Porphyromonas gingivalis W50,131567;2;3379134;1783270;68336;976;200643;171549;171551;836;837;1125722,1125722
Peptoniphilus asaccharolyticus DSM 20463,2232586,cellular organisms;Bacteria;Bacillati;Bacillota;Tissierellia;Tissierellales;Peptoniphilaceae;Peptoniphilus;Peptoniphilus asaccharolyticus;Peptoniphilus asaccharolyticus DSM 20463,131567;2;1783272;1239;1737404;1737405;1570339;162289;1258;573058,573058
Kingella denitrificans,2220058,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Kingella;Kingella denitrificans,131567;2;3379134;1224;28216;206351;481;32257;502,502
Porphyromonas gingivalis W4087,2216597,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas gingivalis;Porphyromonas gingivalis W4087,131567;2;3379134;1783270;68336;976;200643;171549;171551;836;837;1321823,1321823
Staphylococcus auricularis,2216575,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus auricularis,131567;2;1783272;1239;91061;1385;90964;1279;29379,29379
Fusobacterium pseudoperiodonticum,2216236,cellular organisms;Bacteria;Fusobacteriati;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;Fusobacterium pseudoperiodonticum,131567;2;3384189;32066;203490;203491;203492;848;2663009,2663009
Eikenella corrodens,2192571,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Eikenella;Eikenella corrodens,131567;2;3379134;1224;28216;206351;481;538;539,539
Streptococcus sp. 'group B',2178261,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;unclassified Streptococcus;Streptococcus sp. 'group B',131567;2;1783272;1239;91061;186826;1300;1301;2608887;1319,1319
Peptostreptococcus porci,2163094,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Peptostreptococcus;Peptostreptococcus porci,131567;2;1783272;1239;186801;3082720;186804;1257;2652282,2652282
Streptococcus sp. FDAARGOS_521,2157002,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;unclassified Streptococcus;Streptococcus sp. FDAARGOS_521,131567;2;1783272;1239;91061;186826;1300;1301;2608887;2420309,2420309
Haemophilus parainfluenzae,2141704,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;Haemophilus parainfluenzae,131567;2;3379134;1224;1236;135625;712;724;729,729
Veillonella parvula,2132299,cellular organisms;Bacteria;Bacillati;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Veillonella;Veillonella parvula,131567;2;1783272;1239;909932;1843489;31977;29465;29466,29466
Aggregatibacter actinomycetemcomitans,2105378,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter;Aggregatibacter actinomycetemcomitans,131567;2;3379134;1224;1236;135625;712;416916;714,714
Fusobacterium perfoetens ATCC 29250,2103008,cellular organisms;Bacteria;Fusobacteriati;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;Fusobacterium perfoetens;Fusobacterium perfoetens ATCC 29250,131567;2;3384189;32066;203490;203491;203492;848;852;1408439,1408439
Streptococcus sp. FDAARGOS_522,2101126,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;unclassified Streptococcus;Streptococcus sp. FDAARGOS_522,131567;2;1783272;1239;91061;186826;1300;1301;2608887;2420310,2420310
Streptococcus sp. FDAARGOS_520,2099619,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;unclassified Streptococcus;Streptococcus sp. FDAARGOS_520,131567;2;1783272;1239;91061;186826;1300;1301;2608887;2420308,2420308
Haemophilus parahaemolyticus,2093459,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;Haemophilus parahaemolyticus,131567;2;3379134;1224;1236;135625;712;724;735,735
Finegoldia magna,2090058,cellular organisms;Bacteria;Bacillati;Bacillota;Tissierellia;Tissierellales;Peptoniphilaceae;Finegoldia;Finegoldia magna,131567;2;1783272;1239;1737404;1737405;1570339;150022;1260,1260
Peptostreptococcus russellii,2082949,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Peptostreptococcus;Peptostreptococcus russellii,131567;2;1783272;1239;186801;3082720;186804;1257;215200,215200
Fusobacterium necrophorum subsp. funduliforme,2082099,cellular organisms;Bacteria;Fusobacteriati;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;Fusobacterium necrophorum;Fusobacterium necrophorum subsp. funduliforme,131567;2;3384189;32066;203490;203491;203492;848;859;143387,143387
Gemella haemolysans,2081429,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Gemellaceae;Gemella;Gemella haemolysans,131567;2;1783272;1239;91061;1385;539738;1378;1379,1379
Leuconostoc mesenteroides,2075758,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;Leuconostoc mesenteroides,131567;2;1783272;1239;91061;186826;33958;1243;1245,1245
Porphyromonas endodontalis ATCC 35406,2064508,cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas endodontalis;Porphyromonas endodontalis ATCC 35406,131567;2;3379134;1783270;68336;976;200643;171549;171551;836;28124;553175,553175
Aggregatibacter segnis,2062506,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter;Aggregatibacter segnis,131567;2;3379134;1224;1236;135625;712;416916;739,739
Streptococcus toyakuensis,2055023,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus toyakuensis,131567;2;1783272;1239;91061;186826;1300;1301;2819619,2819619
Peptostreptococcus canis,2051154,cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Peptostreptococcus;Peptostreptococcus canis,131567;2;1783272;1239;186801;3082720;186804;1257;1159213,1159213
Abiotrophia defectiva,2046826,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Aerococcaceae;Abiotrophia;Abiotrophia defectiva,131567;2;1783272;1239;91061;186826;186827;46123;46125,46125
Schaalia meyeri,2033037,cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Schaalia;Schaalia meyeri,131567;2;1783272;201174;1760;2037;2049;2529408;52773,52773
Coxiella burnetii RSA 493,2032807,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Legionellales;Coxiellaceae;Coxiella;Coxiella burnetii;Coxiella burnetii RSA 493,131567;2;3379134;1224;1236;118969;118968;776;777;227377,227377
Coxsackievirus A16,2027750,Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus A;Coxsackievirus A16,10239;2559587;2732396;2732408;2732506;464095;12058;2946630;12059;138948;31704,31704
Fusobacterium necrogenes,2015236,cellular organisms;Bacteria;Fusobacteriati;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;Fusobacterium necrogenes,131567;2;3384189;32066;203490;203491;203492;848;858,858
Bartonella henselae str. Houston-1,2014752,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Bartonellaceae;Bartonella;Bartonella henselae;Bartonella henselae str. Houston-1,131567;2;3379134;1224;28211;356;772;773;38323;283166,283166
Aerococcus viridans,2003760,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus viridans,131567;2;1783272;1239;91061;186826;186827;1375;1377,1377
Streptococcus viridans,1998575,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus viridans,131567;2;1783272;1239;91061;186826;1300;1301;78535,78535
Streptococcus sp. FDAARGOS_256,1995178,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;unclassified Streptococcus;Streptococcus sp. FDAARGOS_256,131567;2;1783272;1239;91061;186826;1300;1301;2608887;1975706,1975706
Haemophilus aegyptius,1993271,cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;Haemophilus aegyptius,131567;2;3379134;1224;1236;135625;712;724;197575,197575
